row_id,frase_original,frase_corregida,carousel_id,caption,post_tipo,carousel_order,carousel_caption,modo,background_color,output_file,fecha_generado,media_url,cloudinary_public_id,fecha_upload,instagram_media_id,instagram_creation_id,facebook_post_id,facebook_photo_id,fecha_publicado,estado_general,estado_render,estado_upload,estado_publish,lock_status,intentos,last_cycle_id,updated_at,hashtags,caption_status,error_step,error_message,likes,comments,saves,reach,views,engagement_rate,performance_score,fecha_metricas
89,"Mi nuevo insulto/no insulto favorito es luces exactamente como alguien que diría eso, preciso, respetuoso, a interpretación, para pensar","Mi nuevo insulto/no insulto favorito es luces exactamente como alguien que diría eso, preciso, respetuoso, a interpretación, para pensar",car_2e48fa11,,carousel,4,"La gente habla mucho…
pero se le nota todo.
Y uno sí se da cuenta.",,#0d0f14,mi_nuevo_insultono_insulto_favorito_es_luces_exactamente_com_retro3d_1777590522052.png,2026-04-30T23:08:43.787Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777590531/mono_generator/mi_nuevo_insultono_insulto_favorito_es_luces_exactamente_com_retro3d_1777590522052.png,mono_generator/mi_nuevo_insultono_insulto_favorito_es_luces_exactamente_com_retro3d_1777590522052,2026-04-30T23:08:52.491Z,17965705488062244,17860046595687548,1097828466747607_122108307872734652,"[""122108307632734652"",""122108307668734652"",""122108307716734652"",""122108307752734652"",""122108307800734652"",""122108307836734652""]",2026-04-30T23:10:13.387Z,published,done,done,done,free,,1777590515976,2026-04-30T23:10:13.387Z,#gente #actitud #realidad #colombia #frases #parati #humor #real,,,,4,0,0,42,114,0.0952,0.0952,2026-05-22T05:06:11-05:00
90,"Mientras yo tenga parciales pendientes, a mí no me hace reír es nadie","Mientras yo tenga parciales pendientes, a mí no me hace reír es nadie",car_c72d9e11,,carousel,5,"La universidad no te prepara para la vida…
te entrena para sobrevivir con estrés.
¿En qué semestre perdiste la fe?",,#3d5afe,mientras_yo_tenga_parciales_pendientes_a_mi_no_me_hace_reir__retro3d_1778454486474.png,2026-05-10T23:08:09.264Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1778454499/mono_generator/mientras_yo_tenga_parciales_pendientes_a_mi_no_me_hace_reir__retro3d_1778454486474.png,mono_generator/mientras_yo_tenga_parciales_pendientes_a_mi_no_me_hace_reir__retro3d_1778454486474,2026-05-10T23:08:19.918Z,18089562422528720,17861707674687548,1097828466747607_122110909826734652,"[""122110909538734652"",""122110909574734652"",""122110909622734652"",""122110909670734652"",""122110909712734652"",""122110909754734652"",""122110909796734652""]",2026-05-10T23:09:53.378Z,published,done,done,done,free,,1778454471187,2026-05-10T23:09:53.378Z,#universidad #estudiantes #parciales #estres #colombia #humoruniversitario #frases #real #parati,,,,6,0,0,40,122,0.15,0.15,2026-05-22T05:06:11-05:00
91,"Usted también, amor… ¿cómo quiere que le crea esa parla?","Usted también, amor… ¿cómo quiere que le crea esa parla?",car_3f92ab77,,carousel,5,"No es que uno sea grosero…
es que la paciencia se acabó hace rato.",,#0d0f14,usted_tambien_amor_como_quiere_que_le_crea_esa_parla_retro3d_1777734243443.png,2026-05-02T15:04:05.162Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777734254/mono_generator/usted_tambien_amor_como_quiere_que_le_crea_esa_parla_retro3d_1777734243443.png,mono_generator/usted_tambien_amor_como_quiere_que_le_crea_esa_parla_retro3d_1777734243443,2026-05-02T15:04:15.230Z,17994472250778473,17860343100687548,1097828466747607_122108745050734652,"[""122108744726734652"",""122108744768734652"",""122108744822734652"",""122108744924734652"",""122108744978734652"",""122108745020734652""]",2026-05-02T15:05:30.199Z,published,done,done,done,free,,1777734235146,2026-05-02T15:05:30.199Z,#humor #actitud #colombia #frases #parati #real #sarcasmo #viral,,,,2,0,0,28,93,0.0714,0.0714,2026-05-22T05:06:11-05:00
92,Mucho Burger Máster y nadie propone un Motel Máster.,Mucho Burger Máster y nadie propone un Motel Máster.,,El país está listo para conversaciones importantes.,single,,,,#3d5afe,mucho_burger_master_y_nadie_propone_un_motel_master_retro3d_1777690957302.png,2026-05-02T03:02:39.043Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777690960/mono_generator/mucho_burger_master_y_nadie_propone_un_motel_master_retro3d_1777690957302.png,mono_generator/mucho_burger_master_y_nadie_propone_un_motel_master_retro3d_1777690957302,2026-05-02T03:02:40.863Z,18134166409555626,17860244448687548,1097828466747607_122108611826734652,122108611802734652,2026-05-02T03:03:01.333Z,published,done,done,done,free,,1777690954856,2026-05-02T03:03:01.333Z,#humor #colombia #burgermaster #frases #parati #viral,,,,8,0,0,93,142,0.086,0.086,2026-05-22T05:06:11-05:00
93,"Duerman bien, aprendan Excel, no rueguen, tengan amor propio, enderecen la espalda y coman rico","Duerman bien, aprendan Excel, no rueguen, tengan amor propio, enderecen la espalda y coman rico.",car_a91f2d77,,carousel,1,"No todo es caos…
a veces solo necesitas ordenarte y seguir.
Sin tanta película.",,#f6f1e8,duerman_bien_aprendan_excel_no_rueguen_tengan_amor_propio_en_retro3d_1778339452473.png,2026-05-09T15:10:55.881Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1778339480/mono_generator/duerman_bien_aprendan_excel_no_rueguen_tengan_amor_propio_en_retro3d_1778339452473.png,mono_generator/duerman_bien_aprendan_excel_no_rueguen_tengan_amor_propio_en_retro3d_1778339452473,2026-05-09T15:11:20.894Z,17896210068307891,17861472279687548,1097828466747607_122110572380734652,"[""122110572050734652"",""122110572086734652"",""122110572140734652"",""122110572182734652"",""122110572230734652"",""122110572272734652"",""122110572338734652""]",2026-05-09T15:12:52.821Z,published,done,done,done,free,,1778339446362,2026-05-09T15:12:52.821Z,#vida #reflexion #amorpropio #colombia #frases #parati #real #crecimiento,,,,3,0,0,25,97,0.12,0.12,2026-05-22T05:06:11-05:00
94,No me confundas con opción cuando me comporté como prioridad,No me confundas con opción cuando me comporté como prioridad,car_a91f3b2d,,carousel,6,,,#e53935,no_me_confundas_con_opcion_cuando_me_comporte_como_prioridad_retro3d_1777532164645.png,2026-04-30T06:56:07.254Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777532187/mono_generator/no_me_confundas_con_opcion_cuando_me_comporte_como_prioridad_retro3d_1777532164645.png,mono_generator/no_me_confundas_con_opcion_cuando_me_comporte_como_prioridad_retro3d_1777532164645,2026-04-30T06:56:27.765Z,18368617114201494,17859933726687548,1097828466747607_122108100110734652,"[""122108099738734652"",""122108099804734652"",""122108099912734652"",""122108099954734652"",""122108099996734652"",""122108100038734652"",""122108100074734652""]",2026-04-30T06:57:44.996Z,published,done,done,done,free,4,1777532142473,2026-04-30T06:57:44.996Z,,,,,0,0,0,25,79,0,0,2026-05-22T05:06:11-05:00
95,"“¿Cuándo te puedo ver?”… pues ahí tengo unas destacadas por si quieres ir a chismosear, cachorro.","""¿Cuándo te puedo ver?""… pues ahí tengo unas destacadas por si quieres ir a chismosear, cachorro.",,Las indirectas evolucionaron.,single,,,,#0d0f14,cuando_te_puedo_ver_pues_ahi_tengo_unas_destacadas_por_si_qu_retro3d_1778159261486.png,2026-05-07T13:07:44.579Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1778159266/mono_generator/cuando_te_puedo_ver_pues_ahi_tengo_unas_destacadas_por_si_qu_retro3d_1778159261486.png,mono_generator/cuando_te_puedo_ver_pues_ahi_tengo_unas_destacadas_por_si_qu_retro3d_1778159261486,2026-05-07T13:07:47.342Z,18004483055870705,17861144448687548,1097828466747607_122110022012734652,122110021994734652,2026-05-07T13:08:10.392Z,published,done,done,done,free,,1778159257509,2026-05-07T13:08:10.392Z,#redes #relaciones #frases #colombia #parati #real,,,,2,0,0,31,64,0.0645,0.0645,2026-05-22T05:06:11-05:00
96,Qué difícil es hablarle a alguien en el gym sin que parezca que te lo quieres comer.,Qué difícil es hablarle a alguien en el gym sin que parezca que te lo quieres comer.,,El gym también es un campo minado social.,single,,,,#e53935,que_dificil_es_hablarle_a_alguien_en_el_gym_sin_que_parezca__retro3d_1777719784334.png,2026-05-02T11:03:06.095Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777719787/mono_generator/que_dificil_es_hablarle_a_alguien_en_el_gym_sin_que_parezca__retro3d_1777719784334.png,mono_generator/que_dificil_es_hablarle_a_alguien_en_el_gym_sin_que_parezca__retro3d_1777719784334,2026-05-02T11:03:07.888Z,18128667997603277,17860305657687548,1097828466747607_122108698760734652,122108698742734652,2026-05-02T11:03:28.577Z,published,done,done,done,free,,1777719781862,2026-05-02T11:03:28.577Z,#gym #coqueteo #humor #colombia #frases #parati #viral,,,,3,0,1,30,50,0.1333,0.2,2026-05-22T05:06:11-05:00
97,Muchos de ustedes no fueron el raro del curso… y se nota.,Muchos de ustedes no fueron el raro del curso… y se nota.,car_2e48fa11,,carousel,5,"La gente habla mucho…
pero se le nota todo.
Y uno sí se da cuenta.",,#0d0f14,muchos_de_ustedes_no_fueron_el_raro_del_curso_y_se_nota_retro3d_1777590523944.png,2026-04-30T23:08:45.702Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777590532/mono_generator/muchos_de_ustedes_no_fueron_el_raro_del_curso_y_se_nota_retro3d_1777590523944.png,mono_generator/muchos_de_ustedes_no_fueron_el_raro_del_curso_y_se_nota_retro3d_1777590523944,2026-04-30T23:08:53.186Z,17965705488062244,17860046595687548,1097828466747607_122108307872734652,"[""122108307632734652"",""122108307668734652"",""122108307716734652"",""122108307752734652"",""122108307800734652"",""122108307836734652""]",2026-04-30T23:10:13.387Z,published,done,done,done,free,,1777590515976,2026-04-30T23:10:13.387Z,#gente #actitud #realidad #colombia #frases #parati #humor #real,,,,4,0,0,42,114,0.0952,0.0952,2026-05-22T05:06:11-05:00
98,"No me haces falta, me haces ruido","No me haces falta, me haces ruido",car_a91f3b2d,,carousel,5,,,#e53935,no_me_haces_falta_me_haces_ruido_retro3d_1777532162021.png,2026-04-30T06:56:04.421Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777532185/mono_generator/no_me_haces_falta_me_haces_ruido_retro3d_1777532162021.png,mono_generator/no_me_haces_falta_me_haces_ruido_retro3d_1777532162021,2026-04-30T06:56:25.470Z,18368617114201494,17859933726687548,1097828466747607_122108100110734652,"[""122108099738734652"",""122108099804734652"",""122108099912734652"",""122108099954734652"",""122108099996734652"",""122108100038734652"",""122108100074734652""]",2026-04-30T06:57:44.996Z,published,done,done,done,free,5,1777532142473,2026-04-30T06:57:44.996Z,,,,,0,0,0,25,79,0,0,2026-05-22T05:06:11-05:00
99,"¿Por qué los manes ya no piden WhatsApp y se quedan en Instagram? ¿Dónde quedó el “oye, es que me falla la app”?","¿Por qué los manes ya no piden WhatsApp y se quedan en Instagram? ¿Dónde quedó el ""oye, es que me falla la app""?",,"Antes había estrategia, ahora solo reacciones en historias.",single,,,,#f6f1e8,por_que_los_manes_ya_no_piden_whatsapp_y_se_quedan_en_instag_retro3d_1777727011310.png,2026-05-02T13:03:33.080Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777727014/mono_generator/por_que_los_manes_ya_no_piden_whatsapp_y_se_quedan_en_instag_retro3d_1777727011310.png,mono_generator/por_que_los_manes_ya_no_piden_whatsapp_y_se_quedan_en_instag_retro3d_1777727011310,2026-05-02T13:03:34.897Z,17869188009670777,17860321707687548,1097828466747607_122108718134734652,122108718116734652,2026-05-02T13:03:54.705Z,published,done,done,done,free,,1777727008990,2026-05-02T13:03:54.705Z,#instagram #whatsapp #coqueteo #relaciones #colombia #parati #viral,,,,1,0,0,36,80,0.0278,0.0278,2026-05-22T05:06:11-05:00
100,A Colombia la está matando esa llamadera de “agrégame a WhatsApp que tengo algo urgente que decirte”,A Colombia la está matando esa llamadera de “agrégame a WhatsApp que tengo algo urgente que decirte”,car_e2d6f894b1,,carousel,3,,retro3d,#0d0f14,a_colombia_la_esta_matando_esa_llamadera_de_agregame_a_whats_retro3d_1777862885495.png,2026-05-04T02:48:07.205Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777862901/mono_generator/a_colombia_la_esta_matando_esa_llamadera_de_agregame_a_whats_retro3d_1777862885495.png,mono_generator/a_colombia_la_esta_matando_esa_llamadera_de_agregame_a_whats_retro3d_1777862885495,2026-05-04T02:48:21.589Z,17983945217823081,17860597293687548,1097828466747607_122109096704734652,"[""122109096296734652"",""122109096338734652"",""122109096386734652"",""122109096428734652"",""122109096476734652"",""122109096518734652"",""122109096560734652"",""122109096608734652"",""122109096656734652""]",2026-05-04T02:50:23.068Z,published,done,done,done,free,0,manual_1777862879800,2026-05-04T02:50:23.068Z,,,,,4,0,0,94,214,0.0426,0.0426,2026-05-22T05:06:11-05:00
101,Me puse a decir que llueva si ese hombre es para mí y vean lo que causé.,Me puse a decir que llueva si ese hombre es para mí y miren lo que causé.,car_6af39d02,,carousel,3,"Uno vive haciendo bobadas…
pero al menos se goza la historia.",,#e53935,me_puse_a_decir_que_llueva_si_ese_hombre_es_para_mi_y_miren__retro3d_1777935825731.png,2026-05-04T23:03:48.723Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777935841/mono_generator/me_puse_a_decir_que_llueva_si_ese_hombre_es_para_mi_y_miren__retro3d_1777935825731.png,mono_generator/me_puse_a_decir_que_llueva_si_ese_hombre_es_para_mi_y_miren__retro3d_1777935825731,2026-05-04T23:04:02.145Z,18120900922640879,17860735776687548,1097828466747607_122109297860734652,"[""122109297608734652"",""122109297650734652"",""122109297698734652"",""122109297740734652"",""122109297782734652"",""122109297830734652""]",2026-05-04T23:05:18.959Z,published,done,done,done,free,,1777935815636,2026-05-04T23:05:18.959Z,#humor #vida #colombia #frases #parati #real #random #diversion,,,,6,0,0,33,107,0.1818,0.1818,2026-05-22T05:06:11-05:00
102,"No me pidan consejos, para mí todo se soluciona alejándose.","No me pidan consejos, para mí todo se soluciona alejándose.",car_5c2de981,,carousel,5,"A veces no es amor propio…
es dejar de humillarse.
Y eso cambia todo.",,#e53935,no_me_pidan_consejos_para_mi_todo_se_soluciona_alejandose_retro3d_1777850011518.png,2026-05-03T23:13:33.284Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777850022/mono_generator/no_me_pidan_consejos_para_mi_todo_se_soluciona_alejandose_retro3d_1777850011518.png,mono_generator/no_me_pidan_consejos_para_mi_todo_se_soluciona_alejandose_retro3d_1777850011518,2026-05-03T23:13:43.173Z,18079935437544560,17860575156687548,1097828466747607_122109069962734652,"[""122109069608734652"",""122109069650734652"",""122109069722734652"",""122109069758734652"",""122109069806734652"",""122109069884734652"",""122109069926734652""]",2026-05-03T23:14:56.118Z,published,done,done,done,free,,1777850001177,2026-05-03T23:14:56.118Z,#amorpropio #limites #relaciones #colombia #frases #parati #real #actitud,,,,1,0,1,31,109,0.0645,0.129,2026-05-22T05:06:11-05:00
103,Eso que tu cara responda por ti antes que tu boca a veces es un problemón,Eso que tu cara responda por ti antes que tu boca a veces es un problemón.,car_81f0de44,,carousel,2,"No todo merece respuesta…
y no toda gente merece explicación.",,#0d0f14,eso_que_tu_cara_responda_por_ti_antes_que_tu_boca_a_veces_es_retro3d_1778195507969.png,2026-05-07T23:11:50.690Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1778195528/mono_generator/eso_que_tu_cara_responda_por_ti_antes_que_tu_boca_a_veces_es_retro3d_1778195507969.png,mono_generator/eso_que_tu_cara_responda_por_ti_antes_que_tu_boca_a_veces_es_retro3d_1778195507969,2026-05-07T23:12:08.836Z,18226437049311504,17861207898687548,1097828466747607_122110109858734652,"[""122110109564734652"",""122110109606734652"",""122110109648734652"",""122110109690734652"",""122110109738734652"",""122110109780734652"",""122110109822734652""]",2026-05-07T23:13:39.155Z,published,done,done,done,free,,1778195501249,2026-05-07T23:13:39.155Z,#actitud #gente #realidad #colombia #frases #parati #real #caracter,,,,1,0,0,17,63,0.0588,0.0588,2026-05-22T05:06:11-05:00
104,"Profe, es mi tercera vez cursando la materia, creo que sé de qué hablo.","Profe, es mi tercera vez cursando la materia, creo que sé de qué hablo.",car_c72d9e11,,carousel,7,"La universidad no te prepara para la vida…
te entrena para sobrevivir con estrés.
¿En qué semestre perdiste la fe?",,#3d5afe,profe_es_mi_tercera_vez_cursando_la_materia_creo_que_se_de_q_retro3d_1778454492107.png,2026-05-10T23:08:14.984Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1778454502/mono_generator/profe_es_mi_tercera_vez_cursando_la_materia_creo_que_se_de_q_retro3d_1778454492107.png,mono_generator/profe_es_mi_tercera_vez_cursando_la_materia_creo_que_se_de_q_retro3d_1778454492107,2026-05-10T23:08:23.414Z,18089562422528720,17861707674687548,1097828466747607_122110909826734652,"[""122110909538734652"",""122110909574734652"",""122110909622734652"",""122110909670734652"",""122110909712734652"",""122110909754734652"",""122110909796734652""]",2026-05-10T23:09:53.378Z,published,done,done,done,free,,1778454471187,2026-05-10T23:09:53.378Z,#universidad #estudiantes #parciales #estres #colombia #humoruniversitario #frases #real #parati,,,,6,0,0,40,122,0.15,0.15,2026-05-22T05:06:11-05:00
108,"Después de cierta edad ya no eres producto de cómo te criaron, es una elección personal vivir como tú quieras vivir.","Después de cierta edad ya no eres producto de cómo te criaron, es una elección personal vivir como tú quieras vivir.",car_a91f2d77,,carousel,2,"No todo es caos…
a veces solo necesitas ordenarte y seguir.
Sin tanta película.",,#f6f1e8,despues_de_cierta_edad_ya_no_eres_producto_de_como_te_criaro_retro3d_1778339456070.png,2026-05-09T15:10:58.961Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1778339481/mono_generator/despues_de_cierta_edad_ya_no_eres_producto_de_como_te_criaro_retro3d_1778339456070.png,mono_generator/despues_de_cierta_edad_ya_no_eres_producto_de_como_te_criaro_retro3d_1778339456070,2026-05-09T15:11:21.470Z,17896210068307891,17861472279687548,1097828466747607_122110572380734652,"[""122110572050734652"",""122110572086734652"",""122110572140734652"",""122110572182734652"",""122110572230734652"",""122110572272734652"",""122110572338734652""]",2026-05-09T15:12:52.821Z,published,done,done,done,free,,1778339446362,2026-05-09T15:12:52.821Z,#vida #reflexion #amorpropio #colombia #frases #parati #real #crecimiento,,,,3,0,0,25,97,0.12,0.12,2026-05-22T05:06:11-05:00
109,Mi círculo social disminuyó tanto que cuando suena mi celular ya sé que es mi imaginación.,Mi círculo social disminuyó tanto que cuando suena mi celular ya sé que es mi imaginación.,car_5f28ac90,,carousel,5,"La adultez es rara…
uno no sabe si está bien o simplemente acostumbrado.
Pero bueno, seguimos.",,#f6f1e8,mi_circulo_social_disminuyo_tanto_que_cuando_suena_mi_celula_retro3d_1777906839014.png,2026-05-04T15:00:41.684Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777906849/mono_generator/mi_circulo_social_disminuyo_tanto_que_cuando_suena_mi_celula_retro3d_1777906839014.png,mono_generator/mi_circulo_social_disminuyo_tanto_que_cuando_suena_mi_celula_retro3d_1777906839014,2026-05-04T15:00:51.283Z,17950703456985170,17860683435687548,1097828466747607_122109233072734652,"[""122109232862734652"",""122109232910734652"",""122109232952734652"",""122109233000734652"",""122109233042734652""]",2026-05-04T15:01:55.418Z,published,done,done,done,free,,1777906825408,2026-05-04T15:01:55.418Z,#vidaadulta #realidad #ansiedad #colombia #frases #humor #parati #vida #existencial,,,,2,0,1,25,81,0.12,0.2,2026-05-22T05:06:11-05:00
110,A Colombia la está matando la gentrificación.,A Colombia la está matando la gentrificación.,car_e2d6f894b1,,carousel,4,,retro3d,#0d0f14,a_colombia_la_esta_matando_la_gentrificacion_retro3d_1777862887359.png,2026-05-04T02:48:09.059Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777862901/mono_generator/a_colombia_la_esta_matando_la_gentrificacion_retro3d_1777862887359.png,mono_generator/a_colombia_la_esta_matando_la_gentrificacion_retro3d_1777862887359,2026-05-04T02:48:22.191Z,17983945217823081,17860597293687548,1097828466747607_122109096704734652,"[""122109096296734652"",""122109096338734652"",""122109096386734652"",""122109096428734652"",""122109096476734652"",""122109096518734652"",""122109096560734652"",""122109096608734652"",""122109096656734652""]",2026-05-04T02:50:23.068Z,published,done,done,done,free,0,manual_1777862879800,2026-05-04T02:50:23.068Z,,,,,4,0,0,94,214,0.0426,0.0426,2026-05-22T05:06:11-05:00
111,A Colombia la está matando la falta de seriedad de las promotoras de eventos.,A Colombia la está matando la falta de seriedad de las promotoras de eventos.,car_e2d6f894b1,,carousel,5,,retro3d,#0d0f14,a_colombia_la_esta_matando_la_falta_de_seriedad_de_las_promo_retro3d_1777862889225.png,2026-05-04T02:48:10.935Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777862902/mono_generator/a_colombia_la_esta_matando_la_falta_de_seriedad_de_las_promo_retro3d_1777862889225.png,mono_generator/a_colombia_la_esta_matando_la_falta_de_seriedad_de_las_promo_retro3d_1777862889225,2026-05-04T02:48:22.835Z,17983945217823081,17860597293687548,1097828466747607_122109096704734652,"[""122109096296734652"",""122109096338734652"",""122109096386734652"",""122109096428734652"",""122109096476734652"",""122109096518734652"",""122109096560734652"",""122109096608734652"",""122109096656734652""]",2026-05-04T02:50:23.068Z,published,done,done,done,free,0,manual_1777862879800,2026-05-04T02:50:23.068Z,,,,,4,0,0,94,214,0.0426,0.0426,2026-05-22T05:06:11-05:00
112,A Colombia la está matando la falta de arrunche,A Colombia la está matando la falta de arrunche,car_e2d6f894b1,,carousel,6,,retro3d,#0d0f14,a_colombia_la_esta_matando_la_falta_de_arrunche_retro3d_1777862891200.png,2026-05-04T02:48:12.882Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777862903/mono_generator/a_colombia_la_esta_matando_la_falta_de_arrunche_retro3d_1777862891200.png,mono_generator/a_colombia_la_esta_matando_la_falta_de_arrunche_retro3d_1777862891200,2026-05-04T02:48:23.533Z,17983945217823081,17860597293687548,1097828466747607_122109096704734652,"[""122109096296734652"",""122109096338734652"",""122109096386734652"",""122109096428734652"",""122109096476734652"",""122109096518734652"",""122109096560734652"",""122109096608734652"",""122109096656734652""]",2026-05-04T02:50:23.068Z,published,done,done,done,free,0,manual_1777862879800,2026-05-04T02:50:23.068Z,,,,,4,0,0,94,214,0.0426,0.0426,2026-05-22T05:06:11-05:00
113,A Colombia la está matando la madrugadera,A Colombia la está matando la madrugadera,car_e2d6f894b1,,carousel,7,,retro3d,#0d0f14,a_colombia_la_esta_matando_la_madrugadera_retro3d_1777862893033.png,2026-05-04T02:48:14.733Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777862903/mono_generator/a_colombia_la_esta_matando_la_madrugadera_retro3d_1777862893033.png,mono_generator/a_colombia_la_esta_matando_la_madrugadera_retro3d_1777862893033,2026-05-04T02:48:24.129Z,17983945217823081,17860597293687548,1097828466747607_122109096704734652,"[""122109096296734652"",""122109096338734652"",""122109096386734652"",""122109096428734652"",""122109096476734652"",""122109096518734652"",""122109096560734652"",""122109096608734652"",""122109096656734652""]",2026-05-04T02:50:23.068Z,published,done,done,done,free,0,manual_1777862879800,2026-05-04T02:50:23.068Z,,,,,4,0,0,94,214,0.0426,0.0426,2026-05-22T05:06:11-05:00
114,"No me subestimes, solo no te lo demuestro gratis","No me subestimes, solo no te lo demuestro gratis",car_81bd3c77,,carousel,5,"No es que uno cambie…
es que uno deja de aguantarse lo que antes sí.
Y eso incomoda.",,#f4c400,no_me_subestimes_solo_no_te_lo_demuestro_gratis_retro3d_1778166508571.png,2026-05-07T15:08:31.495Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1778166517/mono_generator/no_me_subestimes_solo_no_te_lo_demuestro_gratis_retro3d_1778166508571.png,mono_generator/no_me_subestimes_solo_no_te_lo_demuestro_gratis_retro3d_1778166508571,2026-05-07T15:08:38.265Z,18081779831568716,17861162052687548,1097828466747607_122110040786734652,"[""122110040576734652"",""122110040618734652"",""122110040666734652"",""122110040702734652"",""122110040756734652""]",2026-05-07T15:09:41.990Z,published,done,done,done,free,,1778166491040,2026-05-07T15:09:41.990Z,#actitud #amorpropio #limites #frases #colombia #caracter #respeto #parati #real,,,,2,0,2,29,100,0.1379,0.2759,2026-05-22T05:06:11-05:00
115,"Ya duérmanse, que a esta hora las palabras no hacen el amor… hacen la ausencia.","Ya duérmanse, que a esta hora las palabras no hacen el amor… hacen la ausencia.",,Hay horas donde todo pesa más.,single,,,,#f4c400,ya_duermanse_que_a_esta_hora_las_palabras_no_hacen_el_amor_h_retro3d_1778202826282.png,2026-05-08T01:13:49.221Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1778202831/mono_generator/ya_duermanse_que_a_esta_hora_las_palabras_no_hacen_el_amor_h_retro3d_1778202826282.png,mono_generator/ya_duermanse_que_a_esta_hora_las_palabras_no_hacen_el_amor_h_retro3d_1778202826282,2026-05-08T01:13:51.656Z,18111801862873342,17861216814687548,1097828466747607_122110130600734652,122110130582734652,2026-05-08T01:14:13.164Z,published,done,done,done,free,,1778202821508,2026-05-08T01:14:13.164Z,#noche #frases #colombia #parati #real,,,,0,0,0,29,57,0,0,2026-05-22T05:06:11-05:00
116,"Salvando el semestre con trampas, procrastinación, corrupción, ChatGPT, sudor y lágrimas","Salvando el semestre con trampas, procrastinación, corrupción, ChatGPT, sudor y lágrimas",car_c72d9e11,,carousel,4,"La universidad no te prepara para la vida…
te entrena para sobrevivir con estrés.
¿En qué semestre perdiste la fe?",,#3d5afe,salvando_el_semestre_con_trampas_procrastinacion_corrupcion__retro3d_1778454483523.png,2026-05-10T23:08:06.230Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1778454498/mono_generator/salvando_el_semestre_con_trampas_procrastinacion_corrupcion__retro3d_1778454483523.png,mono_generator/salvando_el_semestre_con_trampas_procrastinacion_corrupcion__retro3d_1778454483523,2026-05-10T23:08:19.305Z,18089562422528720,17861707674687548,1097828466747607_122110909826734652,"[""122110909538734652"",""122110909574734652"",""122110909622734652"",""122110909670734652"",""122110909712734652"",""122110909754734652"",""122110909796734652""]",2026-05-10T23:09:53.378Z,published,done,done,done,free,,1778454471187,2026-05-10T23:09:53.378Z,#universidad #estudiantes #parciales #estres #colombia #humoruniversitario #frases #real #parati,,,,6,0,0,40,122,0.15,0.15,2026-05-22T05:06:11-05:00
117,"Me sentí un poco infiel saliéndome del trabajo por un café, y en realidad fui a tener otra entrevista de trabajo.","Me sentí un poco infiel saliéndome del trabajo por un café, y en realidad fui a tener otra entrevista de trabajo.",car_6af39d02,,carousel,5,"Uno vive haciendo bobadas…
pero al menos se goza la historia.",,#e53935,me_senti_un_poco_infiel_saliendome_del_trabajo_por_un_cafe_y_retro3d_1777935828915.png,2026-05-04T23:03:51.600Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777935842/mono_generator/me_senti_un_poco_infiel_saliendome_del_trabajo_por_un_cafe_y_retro3d_1777935828915.png,mono_generator/me_senti_un_poco_infiel_saliendome_del_trabajo_por_un_cafe_y_retro3d_1777935828915,2026-05-04T23:04:03.222Z,18120900922640879,17860735776687548,1097828466747607_122109297860734652,"[""122109297608734652"",""122109297650734652"",""122109297698734652"",""122109297740734652"",""122109297782734652"",""122109297830734652""]",2026-05-04T23:05:18.959Z,published,done,done,done,free,,1777935815636,2026-05-04T23:05:18.959Z,#humor #vida #colombia #frases #parati #real #random #diversion,,,,6,0,0,33,107,0.1818,0.1818,2026-05-22T05:06:11-05:00
